Country Name,Year,Value (USD),Status
Arab World,2006,1585736810000.0,Normal value
Arab World,2010,306924930000.0,Normal value
Arab World,2011,379205990000.0,Normal value
Arab World,2012,598463770000.0,Normal value
Arab World,2014,807147637737.544,Normal value
Arab World,2015,571497110000.0,Normal value
Arab World,2016,394787195574.2258,Normal value
Arab World,2017,305898911004.86194,Normal value
Arab World,2018,299187770000.0,Normal value
Arab World,2019,286123480000.0,Normal value
Arab World,2020,601878560000.0,Normal value
Arab World,2021,815319270000.0,Normal value
Arab World,2022,700896400000.0,Normal value
Arab World,2023,549659330000.0,Normal value
Arab World,2024,699537890000.0,Normal value
Argentina,1975,450000000.0,Normal value
Argentina,1976,806000000.0,Normal value
Argentina,1977,239000000.0,Normal value
Argentina,1978,352000000.0,Normal value
Argentina,1979,1471500000.0,Normal value
Argentina,1980,1115000000.0,Normal value
Argentina,1981,184050000.0,Normal value
Argentina,1982,242900000.0,Normal value
Argentina,1983,175700000.0,Normal value
Argentina,1984,253300000.0,Normal value
Argentina,1985,474410000.0,Normal value
Argentina,1986,239220000.0,Normal value
Argentina,1987,143980000.0,Normal value
Argentina,1988,4272730000.0,Normal value
Argentina,1989,396070000.0,Normal value
Argentina,1990,800770000.0,Normal value
Argentina,1991,4548690000.0,Normal value
Argentina,1992,15738610000.0,Normal value
Argentina,1993,49764530000.0,Normal value
Argentina,1994,112828000000.0,Normal value
Argentina,1995,31903600000.0,Normal value
Argentina,1996,31303500000.0,Normal value
Argentina,1997,38206640000.0,Normal value
Argentina,1998,26064460000.0,Normal value
Argentina,1999,11862190000.0,Normal value
Argentina,2000,9145630000.0,Normal value
Argentina,2001,6662000000.0,Normal value
Argentina,2002,1168610000.0,Normal value
Argentina,2003,2929510000.0,Normal value
Argentina,2004,4551450000.0,Normal value
Argentina,2005,5257770000.0,Normal value
Argentina,2006,3387990000.0,Normal value
Argentina,2007,4845000000.0,Normal value
Argentina,2008,3337600000.0,Normal value
Argentina,2009,1510580000.0,Normal value
Argentina,2010,2544790000.0,Normal value
Argentina,2011,2454310000.0,Normal value
Argentina,2012,1462140000.0,Normal value
Argentina,2013,2237310000.0,Normal value
Argentina,2014,3522520000.0,Normal value
Argentina,2015,2699820000.0,Normal value
Argentina,2016,4360745593.33447,Normal value
Argentina,2017,6592777693.4465,Normal value
Argentina,2018,4571170000.0,Normal value
Argentina,2019,2983330000.0,Normal value
Argentina,2020,2849900000.0,Normal value
Argentina,2021,2619420000.0,Normal value
Argentina,2022,7960630000.0,Normal value
Argentina,2023,1158650000.0,Normal value
Armenia,2018,20000.0,Normal value
Armenia,2019,80000.0,Normal value
Armenia,2021,370000.0,Normal value
Armenia,2022,2440000.0,Normal value
Armenia,2023,6920000.0,Normal value
Armenia,2024,2120000.0,Normal value
Australia,1975,1171000000.0,Normal value
Australia,1976,1340000000.0,Normal value
Australia,1977,1483000000.0,Normal value
Australia,1978,883000000.0,Normal value
Australia,1979,2005310000.0,Normal value
Australia,1980,4948400000.0,Normal value
Australia,1981,7788180000.0,Normal value
Australia,1982,4921550000.0,Normal value
Australia,1983,9334800000.0,Normal value
Australia,1984,10108440000.0,Normal value
Australia,1985,15263050000.0,Normal value
Australia,1986,22661000000.0,Normal value
Australia,1987,57498550000.0,Normal value
Australia,1988,40964150000.0,Normal value
Australia,1989,43548950000.0,Normal value
Australia,1990,40186100000.0,Normal value
Australia,1991,45671250000.0,Normal value
Australia,1992,42055310000.0,Normal value
Australia,1993,66719950000.0,Normal value
Australia,1994,99588430000.0,Normal value
Australia,1995,98197350000.0,Normal value
Australia,1996,144964000000.0,Normal value
Australia,1997,150211750000.0,Normal value
Australia,1998,155533610000.0,Normal value
Australia,1999,198808400000.0,Normal value
Australia,2000,213223310000.0,Normal value
Australia,2001,240570260000.0,Normal value
Australia,2002,290946000000.0,Normal value
Australia,2003,421669680000.0,Normal value
Australia,2004,544922320000.0,Normal value
Australia,2005,612669600000.0,Normal value
Australia,2006,858943720000.0,Normal value
Australia,2007,1373259640000.0,Normal value
Australia,2008,839733940000.0,Normal value
Australia,2009,841481100000.0,Normal value
Australia,2010,1131337350000.0,Normal value
Australia,2011,1128482900000.0,Normal value
Australia,2012,905665740000.0,Normal value
Australia,2013,787881310000.0,Normal value
Australia,2014,703485810000.0,Normal value
Australia,2015,750636340000.0,Normal value
Australia,2016,794977154799.654,Normal value
Australia,2017,842771714903.792,Normal value
Australia,2018,774026910000.0,Normal value
Australia,2019,834226020000.0,Normal value
Australia,2020,1226164220000.0,Normal value
Australia,2021,1068194840000.0,Normal value
Australia,2022,1089439990000.0,Normal value
Australia,2023,897713900000.0,Normal value
Australia,2024,845272170000.0,Normal value
Austria,1975,67000000.0,Normal value
Austria,1976,96000000.0,Normal value
Austria,1977,74000000.0,Normal value
Austria,1978,85000000.0,Normal value
Austria,1979,91200000.0,Normal value
Austria,1980,105300000.0,Normal value
Austria,1981,84300000.0,Normal value
Austria,1982,73100000.0,Normal value
Austria,1983,132600000.0,Normal value
Austria,1984,113400000.0,Normal value
Austria,1985,801730000.0,Normal value
Austria,1986,1195600000.0,Normal value
Austria,1987,1383730000.0,Normal value
Austria,1988,1989650000.0,Normal value
Austria,1989,26209560000.0,Normal value
Austria,1990,57671350000.0,Normal value
Austria,1991,7685860000.0,Normal value
Austria,1992,4757560000.0,Normal value
Austria,1993,6586150000.0,Normal value
Austria,1994,8772950000.0,Normal value
Austria,1995,13000810000.0,Normal value
Austria,1996,10338400000.0,Normal value
Austria,1997,12071580000.0,Normal value
Austria,1998,18056390000.0,Normal value
Austria,1999,11813170000.0,Normal value
Austria,2000,9665760000.0,Normal value
Austria,2001,7313690000.0,Normal value
Austria,2002,6507290000.0,Normal value
Austria,2003,12035820000.0,Normal value
Austria,2004,25927690000.0,Normal value
Austria,2005,43328140000.0,Normal value
Austria,2006,82970200000.0,Normal value
Austria,2007,129135230000.0,Normal value
Austria,2008,98137240000.0,Normal value
Austria,2009,51509760000.0,Normal value
Austria,2010,48838610000.0,Normal value
Austria,2011,38787870000.0,Normal value
Austria,2012,23639550000.0,Normal value
Austria,2013,26528040000.0,Normal value
Austria,2014,28719260000.0,Normal value
Austria,2015,31732950000.0,Normal value
Austria,2016,26552486712.2248,Normal value
Austria,2017,39986893431.8602,Normal value
Austria,2018,39431840000.0,Normal value
Austria,2019,33479930000.0,Normal value
Austria,2020,39779610000.0,Normal value
Austria,2021,35245190000.0,Normal value
Austria,2022,37394110000.0,Normal value
Austria,2023,29571080000.0,Normal value
Austria,2024,30204030000.0,Normal value
Azerbaijan,2019,1980000.0,Normal value
Azerbaijan,2020,17620000.0,Normal value
Azerbaijan,2021,7290000.0,Normal value
Azerbaijan,2022,2280000.0,Normal value
Azerbaijan,2023,2760000.0,Normal value
Azerbaijan,2024,7150000.0,Normal value
Bahrain,1994,160200000.0,Normal value
Bahrain,1995,106100000.0,Normal value
Bahrain,1996,176700000.0,Normal value
Bahrain,1997,479500000.0,Normal value
Bahrain,1998,576390000.0,Normal value
Bahrain,1999,445390000.0,Normal value
Bahrain,2000,245440000.0,Normal value
Bahrain,2001,191500000.0,Normal value
Bahrain,2002,215000000.0,Normal value
Bahrain,2003,266730000.00000003,Normal value
Bahrain,2004,311640000.0,Normal value
Bahrain,2005,702290000.0,Normal value
Bahrain,2006,1381120000.0,Normal value
Bahrain,2007,1044720000.0,Normal value
Bahrain,2008,2083620000.0,Normal value
Bahrain,2009,466280000.0,Normal value
Bahrain,2010,287560000.0,Normal value
Bahrain,2011,156130000.0,Normal value
Bahrain,2012,278400000.0,Normal value
Bahrain,2013,604600000.0,Normal value
Bahrain,2014,717800000.0,Normal value
Bahrain,2015,294040000.0,Normal value
Bahrain,2016,332914102.221033,Normal value
Bahrain,2017,562999038.223297,Normal value
Bahrain,2018,969890000.0,Normal value
Bahrain,2019,759730000.0,Normal value
Bahrain,2020,592970000.0,Normal value
Bahrain,2021,559100000.0,Normal value
Bahrain,2022,430980000.0,Normal value
Bahrain,2023,516230000.0,Normal value
Bahrain,2024,801700000.0,Normal value
Bangladesh,1993,14800000.0,Normal value
Bangladesh,1994,107700000.0,Normal value
Bangladesh,1995,150060000.0,Normal value
Bangladesh,1996,852940000.0,Normal value
Bangladesh,1997,569150000.0,Normal value
Bangladesh,1998,1008800000.0,Normal value
Bangladesh,1999,968390000.0,Normal value
Bangladesh,2000,935530000.0,Normal value
Bangladesh,2001,261100000.00000003,Normal value
Bangladesh,2004,248100000.0,Normal value
Bangladesh,2005,205560000.0,Normal value
Bangladesh,2006,236490000.0,Normal value
Bangladesh,2007,707840000.0,Normal value
Bangladesh,2008,1461690000.0,Normal value
Bangladesh,2009,2339290000.0,Normal value
Bangladesh,2010,4837590000.0,Normal value
Bangladesh,2011,2224437040.0,Normal value
Bangladesh,2012,1443100000.0,Normal value
Bangladesh,2013,1235919200.0,Normal value
Bangladesh,2014,15809430000.0,Normal value
Bangladesh,2015,13612290000.0,Normal value
Bangladesh,2016,15320840000.0,Normal value
Bangladesh,2017,26503040000.0,Normal value
Bangladesh,2018,16142130000.0,Normal value
Bangladesh,2019,13126870000.0,Normal value
Bangladesh,2020,15808310000.0,Normal value
Bangladesh,2021,42086540000.0,Normal value
Bangladesh,2022,23161230000.0,Normal value
Bangladesh,2023,13326360000.0,Normal value
Bangladesh,2024,12784490000.0,Normal value
Barbados,1993,4400000.0,Normal value
Barbados,1994,5700000.0,Normal value
Barbados,1995,3110000.0,Normal value
Barbados,1996,6160000.0,Normal value
Barbados,1997,23170000.0,Normal value
Barbados,1998,31830000.0,Normal value
Barbados,1999,10190000.0,Normal value
Barbados,2000,48100000.0,Normal value
Barbados,2001,10300000.0,Normal value
Barbados,2010,33600000.0,Normal value
Barbados,2011,117180000.0,Normal value
Barbados,2012,16000000.0,Normal value
Barbados,2013,6400000.0,Normal value
Barbados,2014,8700000.0,Normal value
Barbados,2018,11220000.0,Normal value
Barbados,2019,13790000.0,Normal value
Barbados,2020,6260000.0,Normal value
Barbados,2021,220000.0,Normal value
Belarus,2014,25060000.0,Normal value
Belarus,2015,8440000.0,Normal value
Belarus,2016,18380000.0,Normal value
Belarus,2017,21990000.0,Normal value
Belarus,2018,14200000.0,Normal value
Belarus,2019,14970000.0,Normal value
Belarus,2020,6050000.0,Normal value
Belarus,2021,8440000.0,Normal value
Belarus,2022,7630000.0,Normal value
Belarus,2023,4430000.0,Normal value
Belarus,2024,16140000.0,Normal value
Belgium,1975,576010000.0,Normal value
Belgium,1976,661000000.0,Normal value
Belgium,1977,620000000.0,Normal value
Belgium,1978,723000000.0,Normal value
Belgium,1979,1056010000.0,Normal value
Belgium,1980,772530000.0,Normal value
Belgium,1981,621220000.0,Normal value
Belgium,1982,1034380000.0,Normal value
Belgium,1983,1315560000.0,Normal value
Belgium,1984,1442630000.0,Normal value
Belgium,1985,2211400000.0,Normal value
Belgium,1986,4801260000.0,Normal value
Belgium,1987,8049500000.0,Normal value
Belgium,1988,8238000000.0,Normal value
Belgium,1989,8493120000.000001,Normal value
Belgium,1990,7285890000.0,Normal value
Belgium,1991,6761040000.0,Normal value
Belgium,1992,7770800000.0,Normal value
Belgium,1993,10556370000.0,Normal value
Belgium,1994,12992300000.0,Normal value
Belgium,1995,15196200000.0,Normal value
Belgium,1996,21877400000.0,Normal value
Belgium,1997,28467060000.0,Normal value
Belgium,1998,58960900000.0,Normal value
Belgium,1999,50562290000.0,Normal value
Belgium,2000,38584170000.0,Normal value
Belgium,2001,37775700000.0,Normal value
Belgium,2002,38167730000.0,Normal value
Belgium,2003,41355490000.0,Normal value
Belgium,2004,75105190000.0,Normal value
Belgium,2005,106522720000.0,Normal value
Belgium,2006,135253470000.0,Normal value
Belgium,2007,231569720000.0,Normal value
Belgium,2008,190715380000.0,Normal value
Belgium,2009,123238720000.0,Normal value
Belgium,2010,107418060000.0,Normal value
Belgium,2011,103250420000.0,Normal value
Belgium,2012,100925430000.0,Normal value
Belgium,2013,115306850000.0,Normal value
Belgium,2014,107247760000.0,Normal value
Bermuda,1995,32100000.0,Normal value
Bermuda,1996,35700000.0,Normal value
Bermuda,1997,96400000.0,Normal value
Bermuda,1998,97600000.0,Normal value
Bermuda,1999,226000000.0,Normal value
Bermuda,2000,136000000.0,Normal value
Bermuda,2001,213000000.0,Normal value
Bermuda,2002,92000000.0,Normal value
Bermuda,2003,50720000.0,Normal value
Bermuda,2004,63970000.0,Normal value
Bermuda,2005,68350000.0,Normal value
Bermuda,2006,157000000.0,Normal value
Bermuda,2007,161920000.0,Normal value
Bermuda,2008,102000000.0,Normal value
Bermuda,2009,30990000.0,Normal value
Bermuda,2010,104510000.0,Normal value
Bermuda,2011,18730000.0,Normal value
Bermuda,2012,29260000.0,Normal value
Bermuda,2013,44100000.0,Normal value
Bermuda,2014,23670000.0,Normal value
Bermuda,2015,15310000.0,Normal value
Bermuda,2016,216970000.0,Normal value
Bermuda,2017,39140000.0,Normal value
Bermuda,2018,49150000.0,Normal value
Bermuda,2019,43780000.0,Normal value
Bermuda,2020,24290000.0,Normal value
Bermuda,2021,22640000.0,Normal value
Bermuda,2022,12660000.0,Normal value
Bermuda,2023,19560000.0,Normal value
Bermuda,2024,11250000.0,Normal value
Botswana,1994,30000000.0,Normal value
Botswana,1995,37910000.0,Normal value
Botswana,1996,28510000.0,Normal value
Botswana,1997,56400000.0,Normal value
Botswana,1998,66250000.0,Normal value
Botswana,1999,36710000.0,Normal value
Botswana,2018,158440000.0,Normal value
Botswana,2019,159590000.0,Normal value
Botswana,2020,63150000.0,Normal value
Botswana,2021,153610000.0,Normal value
Botswana,2022,89180000.0,Normal value
Botswana,2023,302090000.0,Normal value
Botswana,2024,88990000.0,Normal value
Brazil,1979,3243400000.0,Normal value
Brazil,1980,5375700000.0,Normal value
Brazil,1981,6183900000.0,Normal value
Brazil,1982,5925400000.0,Normal value
Brazil,1983,3508700000.0,Normal value
Brazil,1984,7413700000.0,Normal value
Brazil,1985,16579730000.0,Normal value
Brazil,1986,28909560000.0,Normal value
Brazil,1987,9826800000.0,Normal value
Brazil,1988,6100000000.0,Normal value
Brazil,1989,4152600000.000001,Normal value
Brazil,1990,5842900000.0,Normal value
Brazil,1991,11767600000.0,Normal value
Brazil,1992,23062200000.0,Normal value
Brazil,1993,35188000000.0,Normal value
Brazil,1994,81758100000.0,Normal value
Brazil,1995,78902600000.0,Normal value
Brazil,1996,116128300000.0,Normal value
Brazil,1997,217399100000.0,Normal value
Brazil,1998,172862330000.0,Normal value
Brazil,1999,158849900000.0,Normal value
Brazil,2000,94051280000.0,Normal value
Brazil,2001,64476950000.0,Normal value
Brazil,2002,39374690000.0,Normal value
Brazil,2003,70478750000.0,Normal value
Brazil,2004,113682350000.0,Normal value
Brazil,2005,170920010000.0,Normal value
Brazil,2006,279476770000.0,Normal value
Brazil,2007,645438740000.0,Normal value
Brazil,2008,569862390000.0,Normal value
Brazil,2009,707866810000.0,Normal value
Brazil,2010,908131940000.0,Normal value
Brazil,2011,824916470000.0,Normal value
Brazil,2012,831638950000.0,Normal value
Brazil,2013,739678310000.0,Normal value
Brazil,2014,644171360000.0,Normal value
Brazil,2015,419977770000.0,Normal value
Brazil,2016,561080859110.756,Normal value
Brazil,2017,642502620122.419,Normal value
Brazil,2018,769196110000.0,Normal value
Brazil,2019,1038725260000.0,Normal value
Brazil,2020,1373595920000.0,Normal value
Brazil,2021,1409724270000.0,Normal value
Brazil,2022,1292158980000.0,Normal value
Brazil,2023,1199260060000.0,Normal value
Brazil,2024,909655220000.0,Normal value
Bulgaria,1993,2200000.0,Normal value
Bulgaria,1994,2200000.0,Normal value
Bulgaria,1995,4200000.0,Normal value
Bulgaria,1996,9690000.0,Normal value
Bulgaria,1997,43330000.0,Normal value
Bulgaria,1998,146110000.0,Normal value
Bulgaria,1999,5800000.0,Normal value
Bulgaria,2000,4110000.000000001,Normal value
Bulgaria,2001,70300000.0,Normal value
Bulgaria,2002,163100000.0,Normal value
Bulgaria,2003,116210000.0,Normal value
Bulgaria,2004,458150000.0,Normal value
Bulgaria,2005,781480000.0,Normal value
Bulgaria,2006,1868260000.0,Normal value
Bulgaria,2007,6784270000.0,Normal value
Bulgaria,2008,1314850000.0,Normal value
Bulgaria,2009,487090000.0,Normal value
Bulgaria,2010,377250000.0,Normal value
Bulgaria,2011,321870000.0,Normal value
Bulgaria,2012,362000000.0,Normal value
Bulgaria,2013,879600000.0,Normal value
Bulgaria,2018,210180000.0,Normal value
Bulgaria,2019,170420000.0,Normal value
Bulgaria,2020,212590000.0,Normal value
Bulgaria,2021,288950000.0,Normal value
Bulgaria,2022,357890000.0,Normal value
Bulgaria,2023,223700000.0,Normal value
Bulgaria,2024,182910000.0,Normal value
Canada,1975,5208850000.0,Normal value
Canada,1976,6368860000.0,Normal value
Canada,1977,6667000000.0,Normal value
Canada,1978,10159000000.0,Normal value
Canada,1979,18077390000.0,Normal value
Canada,1980,27156300000.0,Normal value
Canada,1981,23686730000.0,Normal value
Canada,1982,16468200000.0,Normal value
Canada,1983,28169400000.0,Normal value
Canada,1984,25308240000.0,Normal value
Canada,1985,38991270000.0,Normal value
Canada,1986,57184660000.0,Normal value
Canada,1987,93254500000.0,Normal value
Canada,1988,68777140000.0,Normal value
Canada,1989,89380290000.0,Normal value
Canada,1990,68125140000.0,Normal value
Canada,1991,73335290000.0,Normal value
Canada,1992,75705320000.0,Normal value
Canada,1993,133358660000.0,Normal value
Canada,1994,156142060000.0,Normal value
Canada,1995,183405600000.0,Normal value
Canada,1996,264981700000.0,Normal value
Canada,1997,337957940000.0,Normal value
Canada,1998,356701110000.0,Normal value
Canada,1999,392672780000.0,Normal value
Canada,2000,628487350000.0,Normal value
Canada,2001,445950640000.0,Normal value
Canada,2002,448461700000.0,Normal value
Canada,2003,506548290000.0,Normal value
Canada,2004,706494160000.0,Normal value
Canada,2005,932109740000.0,Normal value
Canada,2006,1237142820000.0,Normal value
Canada,2007,1744996560000.0,Normal value
Canada,2008,1502829750000.0,Normal value
Canada,2009,1332847390000.0,Normal value
Canada,2010,1404844510000.0,Normal value
Canada,2011,1473875430000.0,Normal value
Canada,2012,1347972580000.0,Normal value
Canada,2013,1323581430000.0,Normal value
Canada,2014,1343788840000.0,Normal value
Canada,2015,1096074730000.0,Normal value
Canada,2016,1153366674108.8,Normal value
Canada,2017,1280149390000.0,Normal value
Canada,2018,1373654880000.0,Normal value
Canada,2019,1432565050000.0,Normal value
Canada,2020,1954060880000.0,Normal value
Canada,2021,2189944900000.0,Normal value
Canada,2022,2249248630000.0,Normal value
Canada,2023,2020101590000.0,Normal value
Canada,2024,2149980220000.0,Normal value
Cayman Islands,2006,1580000.0,Normal value
Cayman Islands,2007,5800000.0,Normal value
Cayman Islands,2008,1400000.0,Normal value
Cayman Islands,2009,1900000.0,Normal value
Cayman Islands,2010,1000000.0,Normal value
Cayman Islands,2011,2540000.0,Normal value
Cayman Islands,2012,2540000.0,Normal value
Cayman Islands,2015,500000.0,Normal value
Cayman Islands,2018,440000.0,Normal value
Cayman Islands,2019,3480000.0,Normal value
Cayman Islands,2020,1300000.0,Normal value
Central Europe and the Baltics,1993,2231100000.0,Normal value
Central Europe and the Baltics,1994,7340700000.0,Normal value
Central Europe and the Baltics,1995,7009000000.0,Normal value
Central Europe and the Baltics,1996,15174890000.0,Normal value
Central Europe and the Baltics,1997,16632600000.0,Normal value
Central Europe and the Baltics,1998,16593780000.0,Normal value
Central Europe and the Baltics,1999,16504570000.0,Normal value
Central Europe and the Baltics,2000,29137080000.0,Normal value
Central Europe and the Baltics,2001,16256940000.0,Normal value
Central Europe and the Baltics,2002,18499800000.0,Normal value
Central Europe and the Baltics,2003,28202350000.0,Normal value
Central Europe and the Baltics,2004,54909310000.0,Normal value
Central Europe and the Baltics,2005,86248090000.0,Normal value
Central Europe and the Baltics,2006,119503790000.0,Normal value
Central Europe and the Baltics,2007,192169120000.0,Normal value
Central Europe and the Baltics,2008,118662660000.0,Normal value
Central Europe and the Baltics,2009,115277360000.0,Normal value
Central Europe and the Baltics,2010,121880540000.0,Normal value
Central Europe and the Baltics,2011,114467800000.0,Normal value
Central Europe and the Baltics,2012,92114060000.0,Normal value
Central Europe and the Baltics,2013,99088760000.0,Normal value
Central Europe and the Baltics,2014,78472250000.0,Normal value
Central Europe and the Baltics,2015,62616090000.0,Normal value
Central Europe and the Baltics,2016,55796557459.05095,Normal value
Central Europe and the Baltics,2017,81569123999.53156,Normal value
Central Europe and the Baltics,2018,72689620000.0,Normal value
Central Europe and the Baltics,2019,65586370000.0,Normal value
Central Europe and the Baltics,2020,102950500000.0,Normal value
Central Europe and the Baltics,2021,95233670000.0,Normal value
Central Europe and the Baltics,2022,84141300000.0,Normal value
Central Europe and the Baltics,2023,85394370000.0,Normal value
Central Europe and the Baltics,2024,96008280000.0,Normal value
Channel Islands,1999,73500000.0,Normal value
Channel Islands,2000,34460000.0,Normal value
Channel Islands,2001,59800000.0,Normal value
Channel Islands,2002,46990000.0,Normal value
Channel Islands,2003,8470000.0,Normal value
Channel Islands,2004,12520000.0,Normal value
Channel Islands,2005,2750000.0,Normal value
Channel Islands,2006,780000.0,Normal value
Channel Islands,2007,100000.0,Normal value
Chile,1980,753000000.0,Normal value
Chile,1981,449000000.0,Normal value
Chile,1982,221000000.0,Normal value
Chile,1983,107000000.0,Normal value
Chile,1984,100000000.0,Normal value
Chile,1985,144000000.0,Normal value
Chile,1986,755000000.0,Normal value
Chile,1987,1266000000.0,Normal value
Chile,1988,1525000000.0,Normal value
Chile,1989,1879000000.0,Normal value
Chile,1990,1577000000.0,Normal value
Chile,1991,1768840000.0,Normal value
Chile,1992,1921160000.0,Normal value
Chile,1993,2641310000.0,Normal value
Chile,1994,5298300000.0,Normal value
Chile,1995,11086000000.0,Normal value
Chile,1996,1078430000.0,Normal value
Chile,1997,7427600000.0,Normal value
Chile,1998,4299050000.0,Normal value
Chile,1999,6521940000.0,Normal value
Chile,2000,5763660000.0,Normal value
Chile,2001,4071120000.0,Normal value
Chile,2002,2661800000.0,Normal value
Chile,2003,7562670000.0,Normal value
Chile,2004,13081570000.0,Normal value
Chile,2005,20450590000.0,Normal value
Chile,2006,27812170000.0,Normal value
Chile,2007,45162640000.0,Normal value
Chile,2008,28872350000.0,Normal value
Chile,2009,37034010000.0,Normal value
Chile,2010,57925320000.0,Normal value
Chile,2011,51266630000.0,Normal value
Chile,2012,46491890000.0,Normal value
Chile,2013,41226990000.0,Normal value
Chile,2014,27130870000.0,Normal value
Chile,2015,19674570000.0,Normal value
Chile,2016,23973143323.6123,Normal value
Chile,2017,38092071235.1455,Normal value
Chile,2018,45747320000.0,Normal value
Chile,2019,37944140000.0,Normal value
Chile,2020,41468860000.0,Normal value
Chile,2021,41881150000.0,Normal value
Chile,2022,41196010000.0,Normal value
Chile,2023,30665530000.0,Normal value
Chile,2024,29307930000.0,Normal value
China,1993,39965300000.0,Normal value
China,1994,68172600000.00001,Normal value
China,1995,77528800000.0,Normal value
China,1996,307739100000.0,Normal value
China,1997,371054900000.0,Normal value
China,1998,284389900000.0,Normal value
China,2000,752583100000.0,Normal value
China,2001,462779500000.0,Normal value
China,2002,338208200000.0,Normal value
China,2003,388001840000.0,Normal value
China,2004,511495930000.0,Normal value
China,2005,392366700000.0,Normal value
China,2006,1158991130000.0,Normal value
China,2007,6305448050000.0,Normal value
China,2008,3905057640000.0,Normal value
China,2009,7830776640000.0,Normal value
China,2010,8257742340000.0,Normal value
China,2011,6673984990000.0,Normal value
China,2012,5027199160000.0,Normal value
China,2013,7695981020000.0,Normal value
China,2014,11959329140000.0,Normal value
China,2015,39326016590000.0,Normal value
China,2016,18295058830306.6,Normal value
China,2017,17223330026369.8,Normal value
China,2018,13070642240000.0,Normal value
China,2019,18249424550000.0,Normal value
China,2020,31583538490000.0,Normal value
China,2021,40359993540000.0,Normal value
China,2022,32462598490000.0,Normal value
China,2023,29815012950000.0,Normal value
China,2024,34873674380000.0,Normal value
Colombia,1980,357000000.0,Normal value
Colombia,1981,490000000.0,Normal value
Colombia,1982,124000000.0,Normal value
Colombia,1983,62000000.0,Normal value
Colombia,1984,54000000.0,Normal value
Colombia,1985,43000000.0,Normal value
Colombia,1986,52000000.0,Normal value
Colombia,1987,105000000.0,Normal value
Colombia,1988,95000000.0,Normal value
Colombia,1989,101000000.0,Normal value
Colombia,1990,108000000.0,Normal value
Colombia,1991,358000000.0,Normal value
Colombia,1992,828000000.0,Normal value
Colombia,1993,908000000.0,Normal value
Colombia,1994,2633000000.0,Normal value
Colombia,1995,1202000000.0,Normal value
Colombia,1996,2557000000.0,Normal value
Colombia,1997,2389000000.0,Normal value
Colombia,1998,3263000000.0,Normal value
Colombia,1999,1382000000.0,Normal value
Colombia,2000,1179000000.0,Normal value
Colombia,2001,784000000.0,Normal value
Colombia,2002,1031000000.0,Normal value
Colombia,2003,805800000.0,Normal value
Colombia,2004,2079600000.0,Normal value
Colombia,2005,9548720000.0,Normal value
Colombia,2006,15617180000.0,Normal value
Colombia,2007,17247590000.0,Normal value
Colombia,2008,18034040000.0,Normal value
Colombia,2009,19849620000.0,Normal value
Colombia,2010,22697170000.0,Normal value
Colombia,2011,25946340000.0,Normal value
Colombia,2012,32202940000.0,Normal value
Colombia,2013,20409200000.0,Normal value
Colombia,2014,17216000000.0,Normal value
Colombia,2015,11586530000.0,Normal value
Colombia,2016,14167836235.6802,Normal value
Colombia,2017,13865382953.3394,Normal value
Colombia,2018,13662420000.0,Normal value
Colombia,2019,13904860000.0,Normal value
Colombia,2020,10000100000.0,Normal value
Colombia,2021,7167570000.0,Normal value
Colombia,2022,6502170000.0,Normal value
Colombia,2023,4068560000.0,Normal value
Colombia,2024,4934550000.0,Normal value
Costa Rica,1993,11000000.0,Normal value
Costa Rica,1994,21700000.0,Normal value
Costa Rica,1995,15740000.0,Normal value
Costa Rica,1996,13510000.0,Normal value
Costa Rica,1997,17250000.0,Normal value
Costa Rica,1998,32360000.0,Normal value
Costa Rica,1999,208320000.0,Normal value
Costa Rica,2003,114900000.0,Normal value
Costa Rica,2004,37580000.0,Normal value
Costa Rica,2005,21900000.0,Normal value
Costa Rica,2006,61830000.0,Normal value
Costa Rica,2007,71690000.0,Normal value
Costa Rica,2008,54460000.0,Normal value
Costa Rica,2009,31340000.0,Normal value
Costa Rica,2010,41350000.0,Normal value
Costa Rica,2011,36830000.0,Normal value
Costa Rica,2012,33600000.0,Normal value
Costa Rica,2013,66099999.99999999,Normal value
Costa Rica,2014,121660000.0,Normal value
Costa Rica,2015,51860000.0,Normal value
Costa Rica,2016,35960000.0,Normal value
Costa Rica,2017,55370000.0,Normal value
Costa Rica,2018,46230000.0,Normal value
Costa Rica,2019,36600000.0,Normal value
Costa Rica,2020,30280000.0,Normal value
Costa Rica,2021,32310000.0,Normal value
Costa Rica,2022,43710000.0,Normal value
Croatia,1993,13200000.0,Normal value
Croatia,1994,13200000.0,Normal value
Croatia,1995,308000000.0,Normal value
Croatia,1996,178720000.0,Normal value
Croatia,1997,242360000.0,Normal value
Croatia,1998,100040000.0,Normal value
Croatia,1999,68810000.0,Normal value
Croatia,2000,189230000.0,Normal value
Croatia,2001,115900000.0,Normal value
Croatia,2002,160170000.0,Normal value
Croatia,2003,246530000.0,Normal value
Croatia,2004,464980000.0,Normal value
Croatia,2005,756920000.0,Normal value
Croatia,2006,1876170000.0,Normal value
Croatia,2007,4386100000.0,Normal value
Croatia,2008,3215960000.0,Normal value
Croatia,2009,1461890000.0,Normal value
Croatia,2010,1049850000.0,Normal value
Croatia,2011,926790000.0,Normal value
Croatia,2012,542700000.0,Normal value
Croatia,2013,553800000.0,Normal value
Croatia,2014,490100000.0,Normal value
Croatia,2015,423780000.0,Normal value
Croatia,2016,317770000.0,Normal value
